timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1705257494099,1,post,200,OK,Thread Group 1-42,text,true,,235,235,1,1,http://127.0.0.1:3001/character,1,0,0
1705257494100,1,get by id,200,OK,Thread Group 1-42,text,true,,235,127,1,1,http://127.0.0.1:3001/character/1,1,0,0
1705257494102,1,get all,200,OK,Thread Group 1-42,text,true,,287,126,1,1,http://127.0.0.1:3001/characters,1,0,0
1705257494104,2,delete,200,OK,Thread Group 1-43,text,true,,249,192,1,1,http://127.0.0.1:3001/character/1,2,0,1
1705257494106,2,update,200,OK,Thread Group 1-43,text,true,,235,235,1,1,http://127.0.0.1:3001/character/1,2,0,0
1705257494109,2,post,200,OK,Thread Group 1-43,text,true,,235,235,1,1,http://127.0.0.1:3001/character,2,0,0
1705257494111,2,get by id,200,OK,Thread Group 1-43,text,true,,235,127,1,1,http://127.0.0.1:3001/character/1,2,0,0
1705257494113,2,get all,200,OK,Thread Group 1-43,text,true,,287,126,2,2,http://127.0.0.1:3001/characters,2,0,0
1705257494115,3,delete,200,OK,Thread Group 1-44,text,true,,249,192,1,1,http://127.0.0.1:3001/character/1,3,0,1
1705257494118,2,update,200,OK,Thread Group 1-44,text,true,,235,235,1,1,http://127.0.0.1:3001/character/1,2,0,0
1705257494120,2,post,200,OK,Thread Group 1-44,text,true,,235,235,1,1,http://127.0.0.1:3001/character,2,0,0
1705257494122,1,get by id,200,OK,Thread Group 1-44,text,true,,235,127,1,1,http://127.0.0.1:3001/character/1,1,0,0
1705257494123,2,get all,200,OK,Thread Group 1-44,text,true,,287,126,2,2,http://127.0.0.1:3001/characters,2,0,0
1705257494124,3,delete,200,OK,Thread Group 1-45,text,true,,249,192,1,1,http://127.0.0.1:3001/character/1,3,0,1
1705257494127,1,update,200,OK,Thread Group 1-45,text,true,,235,235,1,1,http://127.0.0.1:3001/character/1,1,0,0
